SN,KP,PMID,Triple,Category,Gene Symbol,Cell type,Disease,Drugs,Pathway,Symptoms,Patient characteristics,Expression level,Markers,Environmental factors,Metabolites,Fact or Inference,一级标签,二级标签,三级标签,四级标签,五级标签,最具体的标签描述
2726,KP15,39649909,Ribociclib with endocrine therapy#targets#HR-positive breast cancers,Therapeutic Development,"CDK4,CDK6",-,Breast cancer,Ribociclib,-,-,-,-,-,-,-,Fact,3,3.2,3.2.1,3.2.1.3,-,协同抗增殖作用
2564,KP15,39649909,Pharmacokinetic studies#underscore#efficacy and tolerability of ribociclib,Clinical Trial Data,-,-,-,Ribociclib,-,-,Renal and hepatic impairments,-,-,-,-,Fact,8,8.3,8.3.1,8.3.1.1,-,起始剂量选择
5333,KP15,39649909,Ribociclib#improves#quality of life and patient-reported outcomes,Quality of Life,-,-,-,Ribociclib,-,-,-,-,-,-,-,Fact,8,8.5,8.5.1,8.5.1.3,-,生活质量
4332,KP15,39649909,"Ribociclib#is associated with#hematologic toxicity, hepatotoxicity, and thromboembolism",Safety Monitoring,-,-,-,Ribociclib,-,-,-,-,-,-,-,Fact,8,8.4,8.4.1,8.4.1.1,-,血液学毒性
7532,KP15,39649909,"Ribociclib resistance mechanisms#comprise#genetic variations, compensatory signaling pathways, and epigenomic changes",Mechanisms of Resistance,"CDK4,CDK6",-,Breast cancer,Ribociclib,-,-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.4,-,替代性生存通路
3584,KP15,39649909,Ribociclib combined with endocrine therapy#represents#advancement in breast cancer treatment,Therapeutic Development,"CDK4,CDK6",-,Breast cancer,Ribociclib,-,-,-,-,-,-,-,Fact,3,3.2,3.2.1,3.2.1.3,-,协同抗增殖作用
2104,KP15,37576607,Anti-HER2 monoclonal antibodies plus chemotherapy#are effective for#HER2+ advanced disease,Therapeutic Response,ERBB2,-,HER2+ advanced breast cancer,-,-,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.1,-,联合芳香化酶抑制剂
3766,KP15,37576607,Treatments#attenuate#other signaling pathways involved in receptor crosstalk,Signaling Networks,-,-,HER2+ advanced breast cancer,-,-,-,-,-,-,-,-,Fact,1,1.3,1.3.1,1.3.1.3,-,协同效应
239,KP15,37576607,CDK4/6 inhibitors#play a role in#resistance to HER2-directed therapies,Mechanisms of Resistance,"CDK4,CDK6",-,HER2+ breast cancer,-,"PI3K,AKT,MTOR",-,-,-,-,-,-,Inference,2,2.1,2.1.2,2.1.2.1,-,PI3K/AKT通路异常
6374,KP15,27785059,Hormone treatment#is the mainstay of therapy for#HR+/HER2- breast cancer,Therapeutic Development,-,-,Hormone receptor-positive/HER2-negative breast cancer,-,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,-,肿瘤类型
1111,KP15,27785059,Progress#has been slow in#enhancing the efficacy of treatment options for HR+ breast cancer,Therapeutic Development,-,-,Hormone receptor-positive breast cancer,-,-,-,-,-,-,-,-,Inference,8,8.1,8.1.1,8.1.1.1,-,肿瘤类型
4179,KP15,27785059,Everolimus in combination with exemestane#increases#progression-free survival in ER+ advanced breast cancer,Therapeutic Response,-,-,Estrogen receptor-positive advanced breast cancer,"Everolimus,Exemestane",-,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.1,-,联合芳香化酶抑制剂
4107,KP15,27785059,Palbociclib#received#FDA approval for ER+/HER2- advanced breast cancer,Drug Development,"CDK4,CDK6",-,Estrogen receptor-positive/HER2-negative advanced breast cancer,Palbociclib,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,-,肿瘤类型
1689,KP15,27785059,Adding palbociclib to fulvestrant#increases#median progression-free survival,Combination Therapies,"CDK4,CDK6",-,Advanced breast cancer,"Palbociclib,Fulvestrant",-,-,-,-,-,-,-,Fact,3,3.2,3.2.1,3.2.1.4,-,耐药机制克服
7424,KP15,27785059,Palbociclib with endocrine agents#represents#important addition for ER+/HER2- advanced breast cancer,Therapeutic Development,"CDK4,CDK6",-,Estrogen receptor-positive/HER2-negative advanced breast cancer,Palbociclib,-,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.1,-,联合芳香化酶抑制剂
6623,KP15,38751535,CDK4/6 inhibitors#are#targeted therapies for ER+/PR+ breast cancers,Therapeutic Development,"CDK4,CDK6",-,Estrogen receptor-positive/Progesterone receptor-positive breast cancer,"Palbociclib,Ribociclib,Abemaciclib",-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,-,HR+/HER2-乳腺癌
4130,KP15,38751535,Selective inhibition of CDK4/6#causes#cell cycle arrest in G1 phase,Cell Cycle Control,"CDK4,CDK6",-,-,-,G1 phase arrest,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.1,-,G1期阻滞
2790,KP15,39345487,Inhibiting WEE1#delays#resistance to palbociclib and fulvestrant,Strategies to Overcome Resistance,"CDK4,CDK6",-,Breast cancer,"Palbociclib,Fulvestrant",-,-,-,-,-,-,-,Fact,2,2.5,2.5.2,2.5.2.4,-,生物标志物指导
6515,KP15,39345487,Alternating treatment#prevents#drug resistance to palbociclib and fulvestrant,Strategies to Overcome Resistance,"CDK4,CDK6",-,Breast cancer,"Palbociclib,Fulvestrant",-,-,-,-,-,-,-,Fact,2,2.5,2.5.1,2.5.1.4,-,时序调控
496,KP15,28653662,Breast cancer cells#activate#autophagy in response to palbociclib,Mechanisms of Action,"CDK4,CDK6",-,Breast cancer,Palbociclib,-,Autophagy,-,-,-,-,-,Fact,3,3.4,3.4.3,3.4.3.1,-,自噬启动
6849,KP15,28653662,Inhibition of CDK4/6 and autophagy#is synergistic in#solid cancers with intact G1/S checkpoint,Combination Therapies triples,"CDK4,CDK6",-,"Breast cancer, solid tumors",-,G1/S checkpoint,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.2,-,mTOR抑制剂联用
5008,KP15,37330596,ACK1 activation#is increased in#most breast cancer subtypes,Expression Patterns,TNK2,-,Breast cancer,-,-,-,-,upregulated,-,-,-,Fact,7,7.2,7.2.1,7.2.1.2,-,信号通路蛋白
5843,KP15,24378856,"The antitumor mechanism of metformin#is not elucidated in#several types of cancers, including hepatocellular carcinoma",Mechanism of Action,MTOR,-,Hepatocellular carcinoma,-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.2,3.1.2.4,-,表观遗传改变
2689,KP15,24378856,miRNAs induced by metformin#contribute to#tumor growth suppression,RNA Regulation,-,-,Tumor,Metformin,-,-,-,-,-,-,-,Fact,1,1.5,1.5.3,1.5.3.2,-,微小RNA
5738,KP15,37264081,RMC-6272#maintained efficacy in#CDK4/6 inhibitor-resistant cell lines and PDX,Mechanisms of Resistance,"CDK4,CDK6",-,Hormone therapy-resistant tumors,RMC-6272,CDK4/6,-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.4,-,替代性生存通路
980,KP15,38393465,ERBC cells with fibroblasts crosstalk#activates#ERK/MAPK signaling pathway,Signaling Networks,-,Fibroblasts,-,-,ERK/MAPK,-,-,-,-,-,-,Fact,1,1.3,1.3.2,1.3.2.1,-,RAS/RAF/MEK/ERK级联
6113,KP15,38393465,Reparixin#inhibits#ERBC cell growth,Drug Development,-,ERBC cells,-,Reparixin,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
3538,KP15,38393465,Combination of reparixin and CDK4/6 inhibitors#increases#inhibitory effect on ERBC cell growth,Combination Therapies triples,"CDK4,CDK6",-,ERBC cells,"Reparixin, palbociclib, ribociclib",-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.4,-,多靶点抑制策略
1242,KP15,30948930,Radiation#improves#survival and decreases cell proliferation through enhanced G1 cell cycle arrest,Cell Cycle Control,-,-,-,-,G1 cell cycle arrest,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.1,-,G1期阻滞
675,KP15,35269621,"Palbociclib, ribociclib, and abemaciclib#affect#breast cancer bone microenvironment",Tumor Microenvironment,"CDK4,CDK6",-,Breast cancer,"Palbociclib, ribociclib, abemaciclib",-,-,-,-,-,-,-,Fact,6,6.6,6.6.1,6.6.1.1,6.6.1.1.2,细胞外基质
6678,KP15,35269621,"Ribociclib, palbociclib, and abemaciclib#inhibit#osteoclast differentiation and bone resorption markers",Bone Biology,"CDK4,CDK6",Osteoclasts,-,"Ribociclib, palbociclib, abemaciclib",-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
3650,KP15,35269621,Palbociclib#has lower anti-tumor effect than#ribociclib and abemaciclib in OB/MCF-7 co-culture models,Therapeutic Response,"CDK4,CDK6","Osteoblasts, MCF-7 cells",Breast cancer,"Palbociclib, ribociclib, abemaciclib",-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
7247,KP15,35269621,CDKi#affect#tumor bone microenvironment,Tumor Microenvironment,"CDK4,CDK6",-,Tumor,-,-,-,-,-,-,-,-,Fact,6,6.6,6.6.1,6.6.1.1,6.6.1.1.2,细胞外基质
7699,KP15,36643309,Clinical problem of resistance mechanisms#requires#reliable pre-clinical models,Mechanisms of Resistance,-,-,Bladder cancer,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.4,-,替代性生存通路
2181,KP15,19351720,Cyclin D1#induces#Runx2 protein phosphorylation and degradation,Post-translational Modifications,"CCND1,RUNX2",-,-,-,-,-,-,-,-,-,-,Fact,1,1.2,1.2.3,1.2.3.1,-,翻译后修饰
85,KP15,19351720,cyclin D1#affects#Runx3 protein stability and function,Mechanism of Action,"CCND1,RUNX3","COS cells, osteoprogenitor C3H10T1/2 cells, chondrogenic RCJ3.1C5.18 cells",-,-,-,-,-,-,-,-,-,Fact,1,1.2,1.2.3,1.2.3.2,-,蛋白稳定性
7288,KP15,19351720,cyclin D1#induces#Runx3 degradation,Mechanism of Action,"CCND1,RUNX3","COS cells, RCJ3.1C5.18 cells",-,-,-,-,-,-,-,-,-,Fact,1,1.2,1.2.3,1.2.3.3,-,蛋白降解途径
778,KP15,19351720,Myc-tagged Runx3 and endogenous Runx3#interact with#CDK4,Protein Complex Dynamics,"RUNX3,CDK4","COS cells, RCJ3.1C5.18 cells",-,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.2,1.1.2.3,-,复合物活性调节
4177,KP15,19351720,CDK recognition site#is identified in#C-terminal region of Runx3,Structural Biology,"CDK4,RUNX3",-,-,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.2,1.1.2.3,-,复合物活性调节
2550,KP15,19351720,mutation of Runx3 at Ser356 to alanine (SA-Runx3)#increases#half-life of Runx3,Regulation,RUNX3,-,-,-,-,-,-,-,-,-,-,Fact,1,1.2,1.2.3,1.2.3.2,-,蛋白稳定性
1407,KP15,19351720,CDK4#phosphorylates#GST-Runx3 in vitro,Mechanism of Action,"CDK4,RUNX3",-,-,-,-,-,-,-,-,-,-,Fact,1,1.2,1.2.3,1.2.3.1,-,翻译后修饰
2872,KP15,19351720,proteasome inhibitor PS1#blocks#Runx3 degradation by cyclin D1,Regulation,"CCND1,RUNX3",-,-,PS1,-,-,-,-,-,-,-,Fact,1,1.2,1.2.3,1.2.3.3,-,蛋白降解途径
1550,KP15,19351720,cyclin D1#affects#chondrocyte proliferation and hypertrophy,Cell Cycle Control,CCND1,-,-,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.1,-,G1期阻滞
1895,KP15,23647051,CDKs#represent#attractive targets for anticancer drug development,Drug Development,"CDK4,CDK6",-,diverse malignancies,-,-,-,-,aberrant expression,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
2229,KP15,23647051,CDK inhibitors#target#CDK4/6,Drug Development,"CDK4,CDK6",-,-,"flavopiridol (alvocidib), PD0332991",-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
3143,KP15,30522347,ribociclib#is approved for#HR+/HER2- advanced or metastatic breast cancer treatment,Clinical Implementation,"CDK4,CDK6",-,HR+/HER2- advanced or metastatic breast cancer,ribociclib,-,-,premenopausal/perimenopausal and postmenopausal women,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,HR+/HER2-乳腺癌
5720,KP15,28403773,CDK4/6#are related to#oncogenesis,Cancer Association,"CDK4,CDK6",-,oncogenesis,-,-,-,-,-,-,-,-,Fact,1,1.4,1.4.1,1.4.1.2,-,细胞周期进程
887,KP15,28403773,CDK inhibitors#suppress#tumor cell proliferation,Therapeutic Response,"CDK4,CDK6",-,tumors,-,-,suppressed,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
2567,KP15,28403773,Palbociclib#demonstrates#antitumor potential,Drug Development,"CDK4,CDK6",-,tumors,Palbociclib,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
7197,KP15,17452903,rapamycin (RAPA)#inhibits#proliferation of EBV-infected B lymphoblastoid cell lines (SLCL),Therapeutic Response,-,B lymphoblastoid cell lines,EBV-infected SLCL,rapamycin,-,arresting cells in G1 phase,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
1627,KP15,17452903,RAPA#decreases#Rb hyperphosphorylation by CDK complexes,Regulation,"CDK4,CDK6,RB1",-,-,rapamycin,-,-,-,decreased,-,-,-,Fact,3,3.1,3.1.1,3.1.1.2,-,RB蛋白磷酸化抑制
4803,KP15,17452903,RAPA#provides#therapeutic potential for PTLD and EBV+ lymphomas,Therapeutic Development,-,B-cell lymphomas,"PTLD, EBV+ lymphomas",rapamycin,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
2097,KP15,34712959,CDK inhibitors with endocrine therapy#improve#outcomes for metastatic ER+ breast cancer patients,Combination Optimization,"CDK4,CDK6",-,metastatic ER+ breast cancer,"CDK inhibitors, endocrine therapy",-,-,metastatic patients,-,-,-,-,Fact,3,3.2,3.2.1,3.2.1.4,-,耐药机制克服
1487,KP15,34712959,ribociclib#is combined with#letrozole in FELINE clinical trial,Clinical Trial Data,"CDK4,CDK6",-,early-stage breast cancer,"ribociclib, letrozole",-,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.1,-,联合芳香化酶抑制剂
6463,KP15,34712959,Cancer cells#potentiate#CDK4/6 activation and ERK upregulation through ERBB4 signaling,Signaling Networks,"CDK4,CDK6,ERBB4",-,Cancer,-,ERK,-,-,Upregulated,-,-,-,Fact,1,1.3,1.3.2,1.3.2.1,-,RAS/RAF/MEK/ERK级联
7550,KP15,37141550,"Endocrine therapy plus CDK4/6 inhibition#is#first-line treatment for HR+, HER2- metastatic breast cancer",Clinical Implementation,"CDK4,CDK6",-,"HR+, HER2- metastatic breast cancer",CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,HR+/HER2-乳腺癌
3952,KP15,37141550,Abemaciclib#has#distinct pharmacokinetic and pharmacodynamic properties compared to palbociclib and ribociclib,Drug Development,"CDK4,CDK6",-,-,"Abemaciclib, palbociclib, ribociclib",-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
5878,KP15,37141550,ESR1-MUT and CDKi-R mutations#affect#abemaciclib sensitivity of immortalized breast cancer cells and circulating tumor cell lines,Mechanisms of Resistance,ESR1,-,Breast cancer,Abemaciclib,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.4,-,ESR1突变
3547,KP15,37141550,CDKi-R alterations#induced#abemaciclib resistance in immortalized breast cancer cells,Mechanisms of Resistance,-,-,Breast cancer,Abemaciclib,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.4,-,ESR1突变
4886,KP15,33509944,Triple-negative breast cancers (TNBC)#are#resistant to standard-of-care chemotherapy,Therapeutic Resistance,-,-,Triple-negative breast cancer,-,-,-,-,-,-,-,-,Fact,2,2.2,2.2.2,2.2.2.3,-,CDK活性失调
231,KP15,33509944,Functional genomics screening#identified#CREBBP as a novel tumor suppressor in TNBC,Biomarker Analysis,CREBBP,-,Triple-negative breast cancer,-,-,-,-,-,-,-,-,Fact,7,7.1,7.1.1,7.1.1.1,-,基因突变
4306,KP15,33509944,CREBBP protein expression#was absent in#8% of TNBCs and frequently in squamous lung cancer,Expression Patterns,CREBBP,-,"Triple-negative breast cancer, squamous lung cancer",-,-,-,-,Silenced,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,-,细胞周期蛋白
4699,KP15,33509944,CREBBP alterations#resulted in#higher genomic heterogeneity and poorer patient survival in TNBC,Cancer Association,CREBBP,-,Triple-negative breast cancer,-,-,-,-,-,-,-,-,Fact,5,5.5,5.5.3,5.5.3.1,-,突变签名
4694,KP15,33509944,CREBBP alterations#upregulated#FOXM1 proliferative program in TNBC,Signaling Networks,"CREBBP,FOXM1",-,Triple-negative breast cancer,-,-,-,-,Upregulated,-,-,-,Fact,1,1.1,1.1.1,1.1.1.3,-,细胞周期检查点控制
4637,KP15,33509944,Clinical CDK4/6 inhibitors#impaired#growth in CREBBP-mutated tumor models,Therapeutic Development,"CDK4,CDK6,CREBBP",-,Tumor,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
2406,KP15,33509944,CREBBP alterations#may serve as#a biomarker of CDK4/6i response,Biomarker Analysis,CREBBP,-,Tumor,CDK4/6 inhibitors,-,-,-,-,-,-,-,Inference,7,7.1,7.1.1,7.1.1.1,-,基因突变
1589,KP15,33509944,"CREBBP genomic alterations#drive#aggressive TNBC, lung cancer, and lymphomas",Cancer Association,CREBBP,-,"Triple-negative breast cancer, lung cancer, lymphomas",-,-,-,-,-,-,-,-,Fact,5,5.5,5.5.3,5.5.3.1,-,突变签名
4325,KP15,33154823,Fulvestrant plus palbociclib#had#the best safety record among co-treatment options,Clinical Trial Data,"CDK4,CDK6",-,Cancer,"Fulvestrant, Palbociclib",-,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.1,-,联合芳香化酶抑制剂
3417,KP15,33154823,Fulvestrant plus capecitabine#demonstrated#palpable toxic effects despite superior efficacy,Clinical Trial Data,-,-,Cancer,"Fulvestrant, Capecitabine",-,-,-,-,-,-,-,Fact,8,8.4,8.4.1,8.4.1.2,-,非血液学毒性
7366,KP15,33154823,Fulvestrant plus CDK4/6 inhibitors#was#slightly better than AI plus CDK4/6 inhibitors in efficacy,Clinical Trial Data,"CDK4,CDK6",-,Cancer,"Fulvestrant, CDK4/6 inhibitors",-,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.1,-,联合芳香化酶抑制剂
7116,KP15,28961193,Survivin and HIF-1伪#were downregulated by#suppressing 4EBP1-p70S6K1 axis-mediated de novo protein synthesis,Regulation,HIF1A,-,-,-,4EBP1-p70S6K1,-,-,Downregulated,-,-,-,Fact,1,1.2,1.2.3,1.2.3.1,-,翻译后修饰
199,KP15,28961193,Fascaplysin#inhibited#VEGFR2 and TRKA via DFG-out non-competitive inhibition,Drug Development,"VEGFR2,NTRK1",-,-,Fascaplysin,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
6989,KP15,36358625,Resistance mechanisms#involve#mutations of direct targets of anti-estrogen therapies,Mechanisms of Resistance triples,-,-,-,anti-estrogen therapies,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.4,-,ESR1突变
4786,KP15,36358625,Resistance mechanisms#involve#compensatory survival pathways,Mechanisms of Resistance triples,-,-,-,-,-,-,-,-,-,-,-,Fact,2,2.4,2.4.2,2.4.2.2,-,反馈环路
7014,KP15,36358625,Resistance mechanisms#involve#alterations in non-coding RNA expression,Mechanisms of Resistance triples,-,-,-,-,-,-,-,altered,-,-,-,Fact,2,2.1,2.1.3,2.1.3.3,-,非编码RNA表达变化
2327,KP15,32183020,"Dual CDK4/6 inhibitors palbociclib, ribociclib, and abemaciclib#were approved for#treatment of HR+ advanced/metastatic breast cancer",Drug Development triples,"CDK4,CDK6",-,Hormone receptor-positive (HR+) advanced/metastatic breast cancer,"palbociclib, ribociclib, abemaciclib",-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,-,HR+/HER2-乳腺癌
4345,KP15,32183020,CDK4/6 inhibitors#are used for#treatment of ER+/HER2- metastatic breast cancer,Drug Development triples,"CDK4,CDK6",-,ER+/HER2- metastatic breast cancer,-,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,-,HR+/HER2-乳腺癌
4029,KP15,32183020,Emerging strategies#involve#combination therapies and microRNA therapy,Therapeutic Development triples,-,-,-,-,-,-,-,-,-,-,-,Inference,3,3.2,3.2.2,3.2.2.4,-,多靶点抑制策略
3924,KP15,27729458,MYCN amplification status#is associated with#ribociclib sensitivity,Biomarker Analysis triples,MYCN,-,-,ribociclib,-,-,-,-,-,-,-,Fact,7,7.1,7.1.2,7.1.2.1,-,基因拷贝数
2901,KP15,27729458,Increased MAPK signaling#determines#binimetinib sensitivity,Mechanisms of Resistance triples,MAPK,-,-,binimetinib,-,MAPK,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.2,-,MAPK通路激活
5667,KP15,27729458,MYCN amplification status#is associated with#binimetinib resistance,Mechanisms of Resistance triples,MYCN,-,-,binimetinib,-,-,-,altered,-,-,-,Fact,2,2.1,2.1.1,2.1.1.1,-,基因组改变
2707,KP15,30568462,Fulvestrant in combination with CDK4/6 inhibitors#is associated with#superior efficacy,Combination Therapies triples,"CDK4,CDK6",-,-,fulvestrant,-,-,-,-,-,-,-,Fact,3,3.2,3.2.1,3.2.1.4,-,协同抗增殖作用
3669,KP15,30568462,Fulvestrant in combination with PI3K/mTOR inhibitors#is associated with#superior efficacy,Combination Therapies triples,"PI3K,MTOR",-,-,fulvestrant,-,"PI3K,MTOR",-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.1,-,PI3K抑制剂协同
2977,KP15,30568462,Combination of fulvestrant with CDK4/6 or PI3K/mTOR inhibitors#may open#new avenues for therapies in HR+ breast cancer,Therapeutic Development triples,"CDK4,CDK6,PI3K,MTOR",-,Hormone receptor-positive (HR+) breast cancer,fulvestrant,-,"PI3K,MTOR",-,-,-,-,-,Inference,3,3.2,3.2.2,3.2.2.1,-,PI3K抑制剂协同
2672,KP15,39090086,Resistance#arises through#upregulation of MDR proteins like ABCB1,Mechanisms of Resistance triples,ABCB1,-,-,-,-,-,-,upregulated,-,-,-,Fact,2,2.6,2.6.1,2.6.1.1,-,多药耐药
6044,KP15,39090086,ABCB1#is upregulated in#RC4-2B cells,Expression Patterns triples,ABCB1,-,-,-,-,-,-,upregulated,-,-,-,Fact,2,2.6,2.6.1,2.6.1.1,-,多药耐药
5662,KP15,39090086,CDK4/6 inhibitors#potentiated#cytotoxic effect of CPT or Ara-C,Combination Therapies triples,"CDK4,CDK6",-,-,"CDK4/6 inhibitors, Camptothecin (CPT), Cytarabine (Ara-C)",-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.4,-,多靶点抑制策略
2665,KP15,39090086,CPT and Ara-C alone or with CDK4/6 inhibitors#can be suggested as#new treatment for CRPC patients,Therapeutic Development triples,"CDK4,CDK6",-,Castration-resistant prostate cancer (CRPC),"Camptothecin (CPT), Cytarabine (Ara-C), CDK4/6 inhibitors",-,-,-,-,-,-,-,Inference,3,3.2,3.2.2,3.2.2.4,-,多靶点抑制策略
5868,KP15,31371343,"ER(+)/FGFR1-amplified CAMA1 cells#are partially sensitive to#fulvestrant, palbociclib, and alpelisib",Mechanisms of Resistance triples,FGFR1,-,Breast cancer,"fulvestrant, palbociclib, alpelisib",-,-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.4,-,替代性生存通路
6434,KP15,31371343,FGFR1 expression vector transduction#induces#resistance to fulvestrant,Mechanisms of Resistance triples,FGFR1,-,Breast cancer,fulvestrant,-,-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.4,-,替代性生存通路
1410,KP15,31371343,"FGFR1 amplification#confers#broad resistance to ER, PI3K, and CDK4/6 inhibitors",Mechanisms of Resistance triples,FGFR1,-,Breast cancer,"ER inhibitors, PI3K inhibitors, CDK4/6 inhibitors",-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.1,-,基因组改变
3007,KP15,31371343,mTOR inhibitors#have#unique therapeutic role in ER(+)/FGFR1(+) MBC,Therapeutic Development triples,MTOR,-,ER(+)/FGFR1(+) metastatic breast cancer,mTOR inhibitors,-,-,-,-,-,-,-,Fact,3,3.6,3.6.2,3.6.2.1,-,持续缓释
3381,KP15,28599479,DNM3 expression#is decreased in#human HCC tissues and cell lines,Expression Patterns triples,DNM3,-,Hepatocellular carcinoma (HCC),-,-,-,-,downregulated,-,-,-,Fact,5,5.1,5.1.2,5.1.2.1,-,表达水平减少
1127,KP15,28599479,DNM3#induces#HCC cell apoptosis,Mechanism of Action,DNM3,HCC cells,Hepatocellular carcinoma,-,-,-,-,upregulated,-,-,-,Fact,1,1.3,1.3.3,1.3.3.3,-,细胞凋亡调控
1126,KP15,28599479,DNM3#inhibits#tumor growth,Mechanism of Action,DNM3,-,Hepatocellular carcinoma,-,-,-,-,upregulated,-,-,-,Fact,1,1.4,1.4.1,1.4.1.3,-,增殖抑制
853,KP15,28599479,DNM3 overexpression#increases#iNOS protein expression level,Expression Patterns,DNM3,HCC cells,Hepatocellular carcinoma,-,-,-,-,upregulated,-,-,-,Fact,4,4.3,4.3.1,4.3.1.3,-,抗氧化系统激活
6563,KP15,28599479,DNM3 overexpression#increases#iNOS protein expression level in subcutaneous HCC tumor xenografts,Expression Patterns,DNM3,-,Hepatocellular carcinoma,-,-,-,-,upregulated,-,-,-,Fact,4,4.3,4.3.1,4.3.1.3,-,抗氧化系统激活
2231,KP15,28599479,DNM3 overexpression#activates#iNOS production,Mechanism of Action,DNM3,-,Hepatocellular carcinoma,-,NO-ROS,-,-,-,-,-,-,Inference,4,4.3,4.3.1,4.3.1.3,-,抗氧化系统激活
3161,KP15,28599479,DNM3 overexpression#induces#HCC cell apoptosis,Mechanism of Action,DNM3,HCC cells,Hepatocellular carcinoma,-,NO-ROS,-,-,-,-,-,-,Inference,3,3.4,3.4.2,3.4.2.1,-,内源性途径激活
728,KP15,28599479,DNM3 overexpression#inhibits#tumor growth,Mechanism of Action,DNM3,-,Hepatocellular carcinoma,-,NO-ROS,-,-,-,-,-,-,Inference,1,1.4,1.4.1,1.4.1.3,-,增殖抑制
4254,KP15,29464035,TCGA database analysis#identifies#deregulation of cell cycle genes across 24 cancer types,Expression Patterns,-,-,Multiple cancers,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
5498,KP15,29464035,Deregulated cell cycle genes#affect#patient survival,Clinical Correlation,-,-,Multiple cancers,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
605,KP15,29464035,HNSCC#ranks amongst#top four cancers with deregulated cell cycle genes,Cancer Association,-,-,Head and neck squamous cell carcinoma,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
3472,KP15,29464035,Increased CCND1/CDK6 levels#negatively impact#patient survival,Clinical Correlation,"CCND1,CDK6",-,Multiple cancers,-,-,-,-,upregulated,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
